Year,OSHPD ID,Manufacturer Name,Date Reported,NDC Number,Drug Product Description,WAC Effective Date,WAC Increase Amount,WAC After Increase,Patent Expiration Date,Drug Source Type,Unit Sales Volume in US,Unit Sales Volume Non-Public Indicator,Cost Increase Factors,Cost Increase Factors Non-Public Indicator,Change Improvement Description,Change Improvement Non-Public Indicator,Acquisition Date,Company Acquired From,Acquisition Price,Acquisition Price Non-Public Indicator,Acquisition Price Comment,WAC at Acquisition,WAC Year Prior to Acquisition,Year Drug Introduced to Market,WAC at Intro to Market,Supporting Documents,General Comments
2020,Rx0000138,"Merck & Co., Inc.",03/31/2020,00006008082,JANUMET XR 50 mg-1000 mg Tablets 1000,01/03/2020,370.00,7890.00,11/24/2026,Single Source Drug,,1,"Merck periodically increases the list price of our medicines, including those reported in Merck’s annual price increase report, to recognize the value they provide to patients, recoup the cost of inflation, adapt to changing market conditions and competitive considerations, and most importantly, to help fund research and development and bring forward new medicines. In addition to reflecting the steadily escalating cost of doing business, our price actions are critical to funding:
•capital investments in the U.S. of more than $5 billion in the last five years, with planned investment of $9 billion more in the U.S. over the next few years to increase manufacturing capacity and to open two new discovery research centers. 
•investments in research and development that last year alone totaled nearly $10 billion ($70 billion since 2010), focused on cancer and infectious diseases, as well as other major health challenges that affect large numbers of people. 
Merck does not maintain records that reflect how these factors were applied in the context of any particular product or price increase.",,"There is no specific change or improvement to the listed product that would “necessitate” a change in the product’s Wholesale Acquisition Cost.  Merck's goal is to set prices at levels that allow patients to access medicines prescribed for them, while allowing for sustained funding of research and development.",,,,,,,,,,,,"Merck’s submission to OSHPD is subject to the following assumptions and context:  (1) pursuant to California Senate Bill 17 and the laws it implements (including Cal. Health & Safety Code § 127677), the information provided is limited to information Merck believes is in the public domain, unless otherwise indicated; (2) the columns requiring information relating to product acquisition are left blank because the product was not acquired by Merck or not acquired by Merck in the previous five years."
2020,Rx0000138,"Merck & Co., Inc.",03/31/2020,00006008131,JANUMET XR 100 mg-1000 mg Tablets 30,01/03/2020,22.20,473.40,11/24/2026,Single Source Drug,,1,"Merck periodically increases the list price of our medicines, including those reported in Merck’s annual price increase report, to recognize the value they provide to patients, recoup the cost of inflation, adapt to changing market conditions and competitive considerations, and most importantly, to help fund research and development and bring forward new medicines. In addition to reflecting the steadily escalating cost of doing business, our price actions are critical to funding:
•capital investments in the U.S. of more than $5 billion in the last five years, with planned investment of $9 billion more in the U.S. over the next few years to increase manufacturing capacity and to open two new discovery research centers. 
•investments in research and development that last year alone totaled nearly $10 billion ($70 billion since 2010), focused on cancer and infectious diseases, as well as other major health challenges that affect large numbers of people. 
Merck does not maintain records that reflect how these factors were applied in the context of any particular product or price increase.",,"There is no specific change or improvement to the listed product that would “necessitate” a change in the product’s Wholesale Acquisition Cost.  Merck's goal is to set prices at levels that allow patients to access medicines prescribed for them, while allowing for sustained funding of research and development.",,,,,,,,,,,,"Merck’s submission to OSHPD is subject to the following assumptions and context:  (1) pursuant to California Senate Bill 17 and the laws it implements (including Cal. Health & Safety Code § 127677), the information provided is limited to information Merck believes is in the public domain, unless otherwise indicated; (2) the columns requiring information relating to product acquisition are left blank because the product was not acquired by Merck or not acquired by Merck in the previous five years."
2020,Rx0000138,"Merck & Co., Inc.",03/31/2020,00006008154,JANUMET XR 100 mg-1000 mg Tablets 90,01/03/2020,66.60,1420.20,11/24/2026,Single Source Drug,,1,"Merck periodically increases the list price of our medicines, including those reported in Merck’s annual price increase report, to recognize the value they provide to patients, recoup the cost of inflation, adapt to changing market conditions and competitive considerations, and most importantly, to help fund research and development and bring forward new medicines. In addition to reflecting the steadily escalating cost of doing business, our price actions are critical to funding:
•capital investments in the U.S. of more than $5 billion in the last five years, with planned investment of $9 billion more in the U.S. over the next few years to increase manufacturing capacity and to open two new discovery research centers. 
•investments in research and development that last year alone totaled nearly $10 billion ($70 billion since 2010), focused on cancer and infectious diseases, as well as other major health challenges that affect large numbers of people. 
Merck does not maintain records that reflect how these factors were applied in the context of any particular product or price increase.",,"There is no specific change or improvement to the listed product that would “necessitate” a change in the product’s Wholesale Acquisition Cost.  Merck's goal is to set prices at levels that allow patients to access medicines prescribed for them, while allowing for sustained funding of research and development.",,,,,,,,,,,,"Merck’s submission to OSHPD is subject to the following assumptions and context:  (1) pursuant to California Senate Bill 17 and the laws it implements (including Cal. Health & Safety Code § 127677), the information provided is limited to information Merck believes is in the public domain, unless otherwise indicated; (2) the columns requiring information relating to product acquisition are left blank because the product was not acquired by Merck or not acquired by Merck in the previous five years."
2020,Rx0000138,"Merck & Co., Inc.",03/31/2020,00006008182,JANUMET XR 100 mg-1000 mg Tablets 1000,01/03/2020,740.00,15780.00,11/24/2026,Single Source Drug,,1,"Merck periodically increases the list price of our medicines, including those reported in Merck’s annual price increase report, to recognize the value they provide to patients, recoup the cost of inflation, adapt to changing market conditions and competitive considerations, and most importantly, to help fund research and development and bring forward new medicines. In addition to reflecting the steadily escalating cost of doing business, our price actions are critical to funding:
•capital investments in the U.S. of more than $5 billion in the last five years, with planned investment of $9 billion more in the U.S. over the next few years to increase manufacturing capacity and to open two new discovery research centers. 
•investments in research and development that last year alone totaled nearly $10 billion ($70 billion since 2010), focused on cancer and infectious diseases, as well as other major health challenges that affect large numbers of people. 
Merck does not maintain records that reflect how these factors were applied in the context of any particular product or price increase.",,"There is no specific change or improvement to the listed product that would “necessitate” a change in the product’s Wholesale Acquisition Cost.  Merck's goal is to set prices at levels that allow patients to access medicines prescribed for them, while allowing for sustained funding of research and development.",,,,,,,,,,,,"Merck’s submission to OSHPD is subject to the following assumptions and context:  (1) pursuant to California Senate Bill 17 and the laws it implements (including Cal. Health & Safety Code § 127677), the information provided is limited to information Merck believes is in the public domain, unless otherwise indicated; (2) the columns requiring information relating to product acquisition are left blank because the product was not acquired by Merck or not acquired by Merck in the previous five years."
2020,Rx0000138,"Merck & Co., Inc.",03/31/2020,00006011228,JANUVIA 50 mg Tablets 100,01/03/2020,74.00,1578.00,11/24/2026,Single Source Drug,,1,"Merck periodically increases the list price of our medicines, including those reported in Merck’s annual price increase report, to recognize the value they provide to patients, recoup the cost of inflation, adapt to changing market conditions and competitive considerations, and most importantly, to help fund research and development and bring forward new medicines. In addition to reflecting the steadily escalating cost of doing business, our price actions are critical to funding:
•capital investments in the U.S. of more than $5 billion in the last five years, with planned investment of $9 billion more in the U.S. over the next few years to increase manufacturing capacity and to open two new discovery research centers. 
•investments in research and development that last year alone totaled nearly $10 billion ($70 billion since 2010), focused on cancer and infectious diseases, as well as other major health challenges that affect large numbers of people. 
Merck does not maintain records that reflect how these factors were applied in the context of any particular product or price increase.",,"There is no specific change or improvement to the listed product that would “necessitate” a change in the product’s Wholesale Acquisition Cost.  Merck's goal is to set prices at levels that allow patients to access medicines prescribed for them, while allowing for sustained funding of research and development.",,,,,,,,,,,,"Merck’s submission to OSHPD is subject to the following assumptions and context:  (1) pursuant to California Senate Bill 17 and the laws it implements (including Cal. Health & Safety Code § 127677), the information provided is limited to information Merck believes is in the public domain, unless otherwise indicated; (2) the columns requiring information relating to product acquisition are left blank for products that were not acquired by Merck in the previous five years."
2020,Rx0000138,"Merck & Co., Inc.",03/31/2020,00006011231,JANUVIA 50 mg Tablets 30,01/03/2020,22.20,473.40,11/24/2026,Single Source Drug,,1,"Merck periodically increases the list price of our medicines, including those reported in Merck’s annual price increase report, to recognize the value they provide to patients, recoup the cost of inflation, adapt to changing market conditions and competitive considerations, and most importantly, to help fund research and development and bring forward new medicines. In addition to reflecting the steadily escalating cost of doing business, our price actions are critical to funding:
•capital investments in the U.S. of more than $5 billion in the last five years, with planned investment of $9 billion more in the U.S. over the next few years to increase manufacturing capacity and to open two new discovery research centers. 
•investments in research and development that last year alone totaled nearly $10 billion ($70 billion since 2010), focused on cancer and infectious diseases, as well as other major health challenges that affect large numbers of people. 
Merck does not maintain records that reflect how these factors were applied in the context of any particular product or price increase.",,"There is no specific change or improvement to the listed product that would “necessitate” a change in the product’s Wholesale Acquisition Cost.  Merck's goal is to set prices at levels that allow patients to access medicines prescribed for them, while allowing for sustained funding of research and development.",,,,,,,,,,,,"Merck’s submission to OSHPD is subject to the following assumptions and context:  (1) pursuant to California Senate Bill 17 and the laws it implements (including Cal. Health & Safety Code § 127677), the information provided is limited to information Merck believes is in the public domain, unless otherwise indicated; (2) the columns requiring information relating to product acquisition are left blank for products that were not acquired by Merck in the previous five years."
2020,Rx0000138,"Merck & Co., Inc.",03/31/2020,00006011254,JANUVIA 50 mg Tablets 90,01/03/2020,66.60,1420.20,11/24/2026,Single Source Drug,,1,"Merck periodically increases the list price of our medicines, including those reported in Merck’s annual price increase report, to recognize the value they provide to patients, recoup the cost of inflation, adapt to changing market conditions and competitive considerations, and most importantly, to help fund research and development and bring forward new medicines. In addition to reflecting the steadily escalating cost of doing business, our price actions are critical to funding:
•capital investments in the U.S. of more than $5 billion in the last five years, with planned investment of $9 billion more in the U.S. over the next few years to increase manufacturing capacity and to open two new discovery research centers. 
•investments in research and development that last year alone totaled nearly $10 billion ($70 billion since 2010), focused on cancer and infectious diseases, as well as other major health challenges that affect large numbers of people. 
Merck does not maintain records that reflect how these factors were applied in the context of any particular product or price increase.",,"There is no specific change or improvement to the listed product that would “necessitate” a change in the product’s Wholesale Acquisition Cost.  Merck's goal is to set prices at levels that allow patients to access medicines prescribed for them, while allowing for sustained funding of research and development.",,,,,,,,,,,,"Merck’s submission to OSHPD is subject to the following assumptions and context:  (1) pursuant to California Senate Bill 17 and the laws it implements (including Cal. Health & Safety Code § 127677), the information provided is limited to information Merck believes is in the public domain, unless otherwise indicated; (2) the columns requiring information relating to product acquisition are left blank for products that were not acquired by Merck in the previous five years."
2020,Rx0000138,"Merck & Co., Inc.",03/31/2020,00006022128,JANUVIA 25 mg Tablets 100,01/03/2020,74.00,1578.00,11/24/2026,Single Source Drug,,1,"Merck periodically increases the list price of our medicines, including those reported in Merck’s annual price increase report, to recognize the value they provide to patients, recoup the cost of inflation, adapt to changing market conditions and competitive considerations, and most importantly, to help fund research and development and bring forward new medicines. In addition to reflecting the steadily escalating cost of doing business, our price actions are critical to funding:
•capital investments in the U.S. of more than $5 billion in the last five years, with planned investment of $9 billion more in the U.S. over the next few years to increase manufacturing capacity and to open two new discovery research centers. 
•investments in research and development that last year alone totaled nearly $10 billion ($70 billion since 2010), focused on cancer and infectious diseases, as well as other major health challenges that affect large numbers of people. 
Merck does not maintain records that reflect how these factors were applied in the context of any particular product or price increase.",,"There is no specific change or improvement to the listed product that would “necessitate” a change in the product’s Wholesale Acquisition Cost.  Merck's goal is to set prices at levels that allow patients to access medicines prescribed for them, while allowing for sustained funding of research and development.",,,,,,,,,,,,"Merck’s submission to OSHPD is subject to the following assumptions and context:  (1) pursuant to California Senate Bill 17 and the laws it implements (including Cal. Health & Safety Code § 127677), the information provided is limited to information Merck believes is in the public domain, unless otherwise indicated; (2) the columns requiring information relating to product acquisition are left blank for products that were not acquired by Merck in the previous five years."
2020,Rx0000138,"Merck & Co., Inc.",03/31/2020,00006022131,JANUVIA 25 mg Tablets 30,01/03/2020,22.20,473.40,11/24/2026,Single Source Drug,,1,"Merck periodically increases the list price of our medicines, including those reported in Merck’s annual price increase report, to recognize the value they provide to patients, recoup the cost of inflation, adapt to changing market conditions and competitive considerations, and most importantly, to help fund research and development and bring forward new medicines. In addition to reflecting the steadily escalating cost of doing business, our price actions are critical to funding:
•capital investments in the U.S. of more than $5 billion in the last five years, with planned investment of $9 billion more in the U.S. over the next few years to increase manufacturing capacity and to open two new discovery research centers. 
•investments in research and development that last year alone totaled nearly $10 billion ($70 billion since 2010), focused on cancer and infectious diseases, as well as other major health challenges that affect large numbers of people. 
Merck does not maintain records that reflect how these factors were applied in the context of any particular product or price increase.",,"There is no specific change or improvement to the listed product that would “necessitate” a change in the product’s Wholesale Acquisition Cost.  Merck's goal is to set prices at levels that allow patients to access medicines prescribed for them, while allowing for sustained funding of research and development.",,,,,,,,,,,,"Merck’s submission to OSHPD is subject to the following assumptions and context:  (1) pursuant to California Senate Bill 17 and the laws it implements (including Cal. Health & Safety Code § 127677), the information provided is limited to information Merck believes is in the public domain, unless otherwise indicated; (2) the columns requiring information relating to product acquisition are left blank for products that were not acquired by Merck in the previous five years."
2020,Rx0000138,"Merck & Co., Inc.",03/31/2020,00006022154,JANUVIA 25 mg Tablets 90,01/03/2020,66.60,1420.20,11/24/2026,Single Source Drug,,1,"Merck periodically increases the list price of our medicines, including those reported in Merck’s annual price increase report, to recognize the value they provide to patients, recoup the cost of inflation, adapt to changing market conditions and competitive considerations, and most importantly, to help fund research and development and bring forward new medicines. In addition to reflecting the steadily escalating cost of doing business, our price actions are critical to funding:
•capital investments in the U.S. of more than $5 billion in the last five years, with planned investment of $9 billion more in the U.S. over the next few years to increase manufacturing capacity and to open two new discovery research centers. 
•investments in research and development that last year alone totaled nearly $10 billion ($70 billion since 2010), focused on cancer and infectious diseases, as well as other major health challenges that affect large numbers of people. 
Merck does not maintain records that reflect how these factors were applied in the context of any particular product or price increase.",,"There is no specific change or improvement to the listed product that would “necessitate” a change in the product’s Wholesale Acquisition Cost.  Merck's goal is to set prices at levels that allow patients to access medicines prescribed for them, while allowing for sustained funding of research and development.",,,,,,,,,,,,"Merck’s submission to OSHPD is subject to the following assumptions and context:  (1) pursuant to California Senate Bill 17 and the laws it implements (including Cal. Health & Safety Code § 127677), the information provided is limited to information Merck believes is in the public domain, unless otherwise indicated; (2) the columns requiring information relating to product acquisition are left blank for products that were not acquired by Merck in the previous five years."
2020,Rx0000138,"Merck & Co., Inc.",03/31/2020,00006027728,JANUVIA 100 mg Tablets 100,01/03/2020,74.00,1578.00,11/24/2026,Single Source Drug,,1,"Merck periodically increases the list price of our medicines, including those reported in Merck’s annual price increase report, to recognize the value they provide to patients, recoup the cost of inflation, adapt to changing market conditions and competitive considerations, and most importantly, to help fund research and development and bring forward new medicines. In addition to reflecting the steadily escalating cost of doing business, our price actions are critical to funding:
•capital investments in the U.S. of more than $5 billion in the last five years, with planned investment of $9 billion more in the U.S. over the next few years to increase manufacturing capacity and to open two new discovery research centers. 
•investments in research and development that last year alone totaled nearly $10 billion ($70 billion since 2010), focused on cancer and infectious diseases, as well as other major health challenges that affect large numbers of people. 
Merck does not maintain records that reflect how these factors were applied in the context of any particular product or price increase.",,"There is no specific change or improvement to the listed product that would “necessitate” a change in the product’s Wholesale Acquisition Cost.  Merck's goal is to set prices at levels that allow patients to access medicines prescribed for them, while allowing for sustained funding of research and development.",,,,,,,,,,,,"Merck’s submission to OSHPD is subject to the following assumptions and context:  (1) pursuant to California Senate Bill 17 and the laws it implements (including Cal. Health & Safety Code § 127677), the information provided is limited to information Merck believes is in the public domain, unless otherwise indicated; (2) the columns requiring information relating to product acquisition are left blank because the product was not acquired by Merck or not acquired by Merck in the previous five years."
2020,Rx0000138,"Merck & Co., Inc.",03/31/2020,00006027731,JANUVIA 100 mg Tablets 30,01/03/2020,22.20,473.40,11/24/2026,Single Source Drug,,1,"Merck periodically increases the list price of our medicines, including those reported in Merck’s annual price increase report, to recognize the value they provide to patients, recoup the cost of inflation, adapt to changing market conditions and competitive considerations, and most importantly, to help fund research and development and bring forward new medicines. In addition to reflecting the steadily escalating cost of doing business, our price actions are critical to funding:
•capital investments in the U.S. of more than $5 billion in the last five years, with planned investment of $9 billion more in the U.S. over the next few years to increase manufacturing capacity and to open two new discovery research centers. 
•investments in research and development that last year alone totaled nearly $10 billion ($70 billion since 2010), focused on cancer and infectious diseases, as well as other major health challenges that affect large numbers of people. 
Merck does not maintain records that reflect how these factors were applied in the context of any particular product or price increase.",,"There is no specific change or improvement to the listed product that would “necessitate” a change in the product’s Wholesale Acquisition Cost.  Merck's goal is to set prices at levels that allow patients to access medicines prescribed for them, while allowing for sustained funding of research and development.",,,,,,,,,,,,"Merck’s submission to OSHPD is subject to the following assumptions and context:  (1) pursuant to California Senate Bill 17 and the laws it implements (including Cal. Health & Safety Code § 127677), the information provided is limited to information Merck believes is in the public domain, unless otherwise indicated; (2) the columns requiring information relating to product acquisition are left blank for products that were not acquired by Merck in the previous five years."
2020,Rx0000138,"Merck & Co., Inc.",03/31/2020,00006027754,JANUVIA 100 mg Tablets 90,01/03/2020,66.60,1420.20,11/24/2026,Single Source Drug,,1,"Merck periodically increases the list price of our medicines, including those reported in Merck’s annual price increase report, to recognize the value they provide to patients, recoup the cost of inflation, adapt to changing market conditions and competitive considerations, and most importantly, to help fund research and development and bring forward new medicines. In addition to reflecting the steadily escalating cost of doing business, our price actions are critical to funding:
•capital investments in the U.S. of more than $5 billion in the last five years, with planned investment of $9 billion more in the U.S. over the next few years to increase manufacturing capacity and to open two new discovery research centers. 
•investments in research and development that last year alone totaled nearly $10 billion ($70 billion since 2010), focused on cancer and infectious diseases, as well as other major health challenges that affect large numbers of people. 
Merck does not maintain records that reflect how these factors were applied in the context of any particular product or price increase.",,"There is no specific change or improvement to the listed product that would “necessitate” a change in the product’s Wholesale Acquisition Cost.  Merck's goal is to set prices at levels that allow patients to access medicines prescribed for them, while allowing for sustained funding of research and development.",,,,,,,,,,,,"Merck’s submission to OSHPD is subject to the following assumptions and context:  (1) pursuant to California Senate Bill 17 and the laws it implements (including Cal. Health & Safety Code § 127677), the information provided is limited to information Merck believes is in the public domain, unless otherwise indicated; (2) the columns requiring information relating to product acquisition are left blank for products that were not acquired by Merck in the previous five years."
2020,Rx0000138,"Merck & Co., Inc.",03/31/2020,00006027782,JANUVIA 100 mg Tablets 1000,01/03/2020,740.00,15780.00,11/24/2026,Single Source Drug,,1,"Merck periodically increases the list price of our medicines, including those reported in Merck’s annual price increase report, to recognize the value they provide to patients, recoup the cost of inflation, adapt to changing market conditions and competitive considerations, and most importantly, to help fund research and development and bring forward new medicines. In addition to reflecting the steadily escalating cost of doing business, our price actions are critical to funding:
•capital investments in the U.S. of more than $5 billion in the last five years, with planned investment of $9 billion more in the U.S. over the next few years to increase manufacturing capacity and to open two new discovery research centers. 
•investments in research and development that last year alone totaled nearly $10 billion ($70 billion since 2010), focused on cancer and infectious diseases, as well as other major health challenges that affect large numbers of people. 
Merck does not maintain records that reflect how these factors were applied in the context of any particular product or price increase.",,"There is no specific change or improvement to the listed product that would “necessitate” a change in the product’s Wholesale Acquisition Cost.  Merck's goal is to set prices at levels that allow patients to access medicines prescribed for them, while allowing for sustained funding of research and development.",,,,,,,,,,,,"Merck’s submission to OSHPD is subject to the following assumptions and context:  (1) pursuant to California Senate Bill 17 and the laws it implements (including Cal. Health & Safety Code § 127677), the information provided is limited to information Merck believes is in the public domain, unless otherwise indicated; (2) the columns requiring information relating to product acquisition are left blank because the product was not acquired by Merck or not acquired by Merck in the previous five years."
2020,Rx0000138,"Merck & Co., Inc.",03/31/2020,00006057561,JANUMET 50 mg-500 mg Tablets 60,01/03/2020,22.20,473.40,07/21/2028,Single Source Drug,,1,"Merck periodically increases the list price of our medicines, including those reported in Merck’s annual price increase report, to recognize the value they provide to patients, recoup the cost of inflation, adapt to changing market conditions and competitive considerations, and most importantly, to help fund research and development and bring forward new medicines. In addition to reflecting the steadily escalating cost of doing business, our price actions are critical to funding:
•capital investments in the U.S. of more than $5 billion in the last five years, with planned investment of $9 billion more in the U.S. over the next few years to increase manufacturing capacity and to open two new discovery research centers. 
•investments in research and development that last year alone totaled nearly $10 billion ($70 billion since 2010), focused on cancer and infectious diseases, as well as other major health challenges that affect large numbers of people. 
Merck does not maintain records that reflect how these factors were applied in the context of any particular product or price increase.",,"There is no specific change or improvement to the listed product that would “necessitate” a change in the product’s Wholesale Acquisition Cost.  Merck's goal is to set prices at levels that allow patients to access medicines prescribed for them, while allowing for sustained funding of research and development.",,,,,,,,,,,,"Merck’s submission to OSHPD is subject to the following assumptions and context:  (1) pursuant to California Senate Bill 17 and the laws it implements (including Cal. Health & Safety Code § 127677), the information provided is limited to information Merck believes is in the public domain, unless otherwise indicated; (2) the columns requiring information relating to product acquisition are left blank because the product was not acquired by Merck or not acquired by Merck in the previous five years."
2020,Rx0000138,"Merck & Co., Inc.",03/31/2020,00006057562,JANUMET 50 mg-500 mg Tablets 180,01/03/2020,66.60,1420.20,07/21/2028,Single Source Drug,,1,"Merck periodically increases the list price of our medicines, including those reported in Merck’s annual price increase report, to recognize the value they provide to patients, recoup the cost of inflation, adapt to changing market conditions and competitive considerations, and most importantly, to help fund research and development and bring forward new medicines. In addition to reflecting the steadily escalating cost of doing business, our price actions are critical to funding:
•capital investments in the U.S. of more than $5 billion in the last five years, with planned investment of $9 billion more in the U.S. over the next few years to increase manufacturing capacity and to open two new discovery research centers. 
•investments in research and development that last year alone totaled nearly $10 billion ($70 billion since 2010), focused on cancer and infectious diseases, as well as other major health challenges that affect large numbers of people. 
Merck does not maintain records that reflect how these factors were applied in the context of any particular product or price increase.",,"There is no specific change or improvement to the listed product that would “necessitate” a change in the product’s Wholesale Acquisition Cost.  Merck's goal is to set prices at levels that allow patients to access medicines prescribed for them, while allowing for sustained funding of research and development.",,,,,,,,,,,,"Merck’s submission to OSHPD is subject to the following assumptions and context:  (1) pursuant to California Senate Bill 17 and the laws it implements (including Cal. Health & Safety Code § 127677), the information provided is limited to information Merck believes is in the public domain, unless otherwise indicated; (2) the columns requiring information relating to product acquisition are left blank because the product was not acquired by Merck or not acquired by Merck in the previous five years."
2020,Rx0000138,"Merck & Co., Inc.",03/31/2020,00006057582,JANUMET 50 mg-500 mg Tablets 1000,01/03/2020,370.00,7890.00,07/21/2028,Single Source Drug,,1,"Merck periodically increases the list price of our medicines, including those reported in Merck’s annual price increase report, to recognize the value they provide to patients, recoup the cost of inflation, adapt to changing market conditions and competitive considerations, and most importantly, to help fund research and development and bring forward new medicines. In addition to reflecting the steadily escalating cost of doing business, our price actions are critical to funding:
•capital investments in the U.S. of more than $5 billion in the last five years, with planned investment of $9 billion more in the U.S. over the next few years to increase manufacturing capacity and to open two new discovery research centers. 
•investments in research and development that last year alone totaled nearly $10 billion ($70 billion since 2010), focused on cancer and infectious diseases, as well as other major health challenges that affect large numbers of people. 
Merck does not maintain records that reflect how these factors were applied in the context of any particular product or price increase.",,"There is no specific change or improvement to the listed product that would “necessitate” a change in the product’s Wholesale Acquisition Cost.  Merck's goal is to set prices at levels that allow patients to access medicines prescribed for them, while allowing for sustained funding of research and development.",,,,,,,,,,,,"Merck’s submission to OSHPD is subject to the following assumptions and context:  (1) pursuant to California Senate Bill 17 and the laws it implements (including Cal. Health & Safety Code § 127677), the information provided is limited to information Merck believes is in the public domain, unless otherwise indicated; (2) the columns requiring information relating to product acquisition are left blank because the product was not acquired by Merck or not acquired by Merck in the previous five years."
2020,Rx0000138,"Merck & Co., Inc.",03/31/2020,00006057761,JANUMET 50 mg-1000 mg Tablets 60,01/03/2020,22.20,473.40,07/21/2028,Single Source Drug,,1,"Merck periodically increases the list price of our medicines, including those reported in Merck’s annual price increase report, to recognize the value they provide to patients, recoup the cost of inflation, adapt to changing market conditions and competitive considerations, and most importantly, to help fund research and development and bring forward new medicines. In addition to reflecting the steadily escalating cost of doing business, our price actions are critical to funding:
•capital investments in the U.S. of more than $5 billion in the last five years, with planned investment of $9 billion more in the U.S. over the next few years to increase manufacturing capacity and to open two new discovery research centers. 
•investments in research and development that last year alone totaled nearly $10 billion ($70 billion since 2010), focused on cancer and infectious diseases, as well as other major health challenges that affect large numbers of people. 
Merck does not maintain records that reflect how these factors were applied in the context of any particular product or price increase.",,"There is no specific change or improvement to the listed product that would “necessitate” a change in the product’s Wholesale Acquisition Cost.  Merck's goal is to set prices at levels that allow patients to access medicines prescribed for them, while allowing for sustained funding of research and development.",,,,,,,,,,,,"Merck’s submission to OSHPD is subject to the following assumptions and context:  (1) pursuant to California Senate Bill 17 and the laws it implements (including Cal. Health & Safety Code § 127677), the information provided is limited to information Merck believes is in the public domain, unless otherwise indicated; (2) the columns requiring information relating to product acquisition are left blank because the product was not acquired by Merck or not acquired by Merck in the previous five years."
2020,Rx0000138,"Merck & Co., Inc.",03/31/2020,00006057762,JANUMET 50 mg-1000 mg Tablets 180,01/03/2020,66.60,1420.20,07/21/2028,Single Source Drug,,1,"Merck periodically increases the list price of our medicines, including those reported in Merck’s annual price increase report, to recognize the value they provide to patients, recoup the cost of inflation, adapt to changing market conditions and competitive considerations, and most importantly, to help fund research and development and bring forward new medicines. In addition to reflecting the steadily escalating cost of doing business, our price actions are critical to funding:
•capital investments in the U.S. of more than $5 billion in the last five years, with planned investment of $9 billion more in the U.S. over the next few years to increase manufacturing capacity and to open two new discovery research centers. 
•investments in research and development that last year alone totaled nearly $10 billion ($70 billion since 2010), focused on cancer and infectious diseases, as well as other major health challenges that affect large numbers of people. 
Merck does not maintain records that reflect how these factors were applied in the context of any particular product or price increase.",,"There is no specific change or improvement to the listed product that would “necessitate” a change in the product’s Wholesale Acquisition Cost.  Merck's goal is to set prices at levels that allow patients to access medicines prescribed for them, while allowing for sustained funding of research and development.",,,,,,,,,,,,"Merck’s submission to OSHPD is subject to the following assumptions and context:  (1) pursuant to California Senate Bill 17 and the laws it implements (including Cal. Health & Safety Code § 127677), the information provided is limited to information Merck believes is in the public domain, unless otherwise indicated; (2) the columns requiring information relating to product acquisition are left blank because the product was not acquired by Merck or not acquired by Merck in the previous five years."
2020,Rx0000138,"Merck & Co., Inc.",03/31/2020,00006057782,JANUMET 50 mg-1000 mg Tablets 1000,01/03/2020,370.00,7890.00,07/21/2028,Single Source Drug,,1,"Merck periodically increases the list price of our medicines, including those reported in Merck’s annual price increase report, to recognize the value they provide to patients, recoup the cost of inflation, adapt to changing market conditions and competitive considerations, and most importantly, to help fund research and development and bring forward new medicines. In addition to reflecting the steadily escalating cost of doing business, our price actions are critical to funding:
•capital investments in the U.S. of more than $5 billion in the last five years, with planned investment of $9 billion more in the U.S. over the next few years to increase manufacturing capacity and to open two new discovery research centers. 
•investments in research and development that last year alone totaled nearly $10 billion ($70 billion since 2010), focused on cancer and infectious diseases, as well as other major health challenges that affect large numbers of people. 
Merck does not maintain records that reflect how these factors were applied in the context of any particular product or price increase.",,"There is no specific change or improvement to the listed product that would “necessitate” a change in the product’s Wholesale Acquisition Cost.  Merck's goal is to set prices at levels that allow patients to access medicines prescribed for them, while allowing for sustained funding of research and development.",,,,,,,,,,,,"Merck’s submission to OSHPD is subject to the following assumptions and context:  (1) pursuant to California Senate Bill 17 and the laws it implements (including Cal. Health & Safety Code § 127677), the information provided is limited to information Merck believes is in the public domain, unless otherwise indicated; (2) the columns requiring information relating to product acquisition are left blank because the product was not acquired by Merck or not acquired by Merck in the previous five years."
2020,Rx0000033,Novo,03/31/2020,00169406012,Victoza 6mg/mL 2x3mL Prefilled Pens,01/10/2020,30.72,645.24,07/09/2037,Single Source Drug,,1,,1,,1,,,,,,,,,,,NNI holds a number of patents related to Victoza. We've included the expiration date for Patent #9968659 which is the patent with the latest expiry date in the FDA Orange Book. NNI is the original manufacturer of Victoza and did not acquire the product from a different company.
2020,Rx0000033,Novo,03/31/2020,00169406013,Victoza 6mg/mL 3x3mL Prefilled Pens,01/10/2020,46.08,967.86,07/09/2037,Single Source Drug,,1,,1,,1,,,,,,,,,,,NNI holds a number of patents related to Victoza. We've included the expiration date for Patent #9968659 which is the patent with the latest expiry date in the FDA Orange Book. NNI is the original manufacturer of Victoza and did not acquire the product from a different company.
2020,Rx0000033,Novo,03/31/2020,00169413212,Ozempic (0.25 or 0.5 MG/DOSE) Subcutaneous Solution Pen-injector 2 MG/1.5ML,01/10/2020,38.62,811.05,06/21/2033,Single Source Drug,,1,,1,,1,,,,,,,,,,,NNI holds a number of patents related to Ozempic and has included the expiration date for Patent #10335462 which is the patent with the latest expiry date in the FDA Orange Book.  NNI is the original manufacturer of Ozempic and did not acquire the product from a different company.
